TIME_PERIOD,Code,private_debt,household_debt,exchange_rate,Country,GDP,housing_price,policy_rate,Housing_Affordability
2011-06-30,AR,15.9,5.0,167.79666666666665,Argentina,177561.40625,,9.5,
2011-09-30,AR,16.2,5.1,169.26333333333335,Argentina,179024.0,,9.5,
2011-12-31,AR,15.7,5.4,176.48333333333335,Argentina,178776.40625,,9.5,
2012-03-31,AR,15.3,5.4,174.26999999999998,Argentina,177050.90625,,9.5,
2012-06-30,AR,15.4,5.5,181.03333333333333,Argentina,170981.5,,9.5,
2012-09-30,AR,15.6,5.6,180.36333333333334,Argentina,176307.796875,,9.5,
2012-12-31,AR,16.1,5.9,174.91666666666666,Argentina,179145.90625,,9.5,
2013-03-31,AR,15.7,5.9,168.02,Argentina,179020.90625,,9.5,
2013-06-30,AR,15.8,5.9,165.73666666666665,Argentina,180269.59375,,9.5,
2013-09-30,AR,16.0,5.9,164.84,Argentina,181332.0,,9.5,
2013-12-31,AR,16.5,6.2,153.79,Argentina,179784.59375,,9.5,
2014-03-31,AR,16.4,5.9,133.42666666666665,Argentina,177026.5,,27.6199,
2014-06-30,AR,15.1,5.6,130.17,Argentina,175825.90625,,27.11006666666667,
2014-09-30,AR,14.6,5.5,132.84,Argentina,174274.296875,,26.833299999999998,
2014-12-31,AR,13.8,5.7,140.90666666666667,Argentina,175179.40625,,26.8599,
2015-03-31,AR,13.5,5.7,150.51333333333332,Argentina,177629.40625,,26.37,
2015-06-30,AR,13.8,5.8,152.51,Argentina,182288.703125,,26.016766666666665,
2015-09-30,AR,13.6,5.9,160.10333333333332,Argentina,181837.703125,,25.9264,
2015-12-31,AR,14.9,6.4,159.21,Argentina,179731.40625,,30.322733333333332,
2016-03-31,AR,15.0,6.0,122.53333333333335,Argentina,178383.5,,33.29906666666667,
2016-06-30,AR,14.5,5.9,130.49,Argentina,175272.40625,,34.66676666666667,
2016-09-30,AR,14.8,5.7,128.77666666666667,Argentina,175818.90625,,28.416700000000002,
2016-12-31,AR,14.7,6.0,132.36333333333332,Argentina,177003.0,,25.4168,
2017-03-31,AR,14.2,6.0,135.08,Argentina,178638.296875,,24.75,
2017-06-30,AR,15.0,6.1,141.99333333333334,Argentina,180333.703125,,26.25,
2017-09-30,AR,16.0,6.4,131.61666666666667,Argentina,182813.90625,,26.25,
2017-12-31,AR,17.9,6.9,136.46,Argentina,184604.0,,28.416666666666668,
2018-03-31,AR,18.1,7.1,126.10666666666667,Argentina,183435.296875,,27.25,
2018-06-30,AR,21.5,7.2,119.35666666666667,Argentina,175739.09375,,36.75,
2018-09-30,AR,26.3,7.0,102.20333333333333,Argentina,175442.296875,,55.0,
2018-12-31,AR,22.4,6.6,98.53333333333335,Argentina,172760.703125,,62.684333333333335,
2019-03-31,AR,23.1,6.1,102.02,Argentina,173109.5,,57.323,
2019-06-30,AR,21.1,5.6,101.05,Argentina,174005.203125,,69.116,
2019-09-30,AR,25.1,5.4,98.50999999999999,Argentina,174238.40625,,74.01066666666667,
2019-12-31,AR,22.9,5.4,93.81333333333333,Argentina,171870.703125,,62.00133333333333,
2020-03-31,AR,22.2,5.0,99.90333333333332,Argentina,163651.09375,,42.666666666666664,
2020-06-30,AR,23.9,5.0,103.8,Argentina,140822.796875,,38.0,
2020-09-30,AR,23.9,5.1,99.10000000000001,Argentina,156233.796875,,38.0,
2020-12-31,AR,24.4,5.6,97.19666666666666,Argentina,163883.59375,,37.333333333333336,
2021-03-31,AR,23.4,5.2,95.75999999999999,Argentina,168538.796875,,38.0,
2021-06-30,AR,21.2,4.7,99.48666666666668,Argentina,169894.90625,,38.0,
2021-09-30,AR,19.5,4.5,104.56333333333333,Argentina,173715.203125,,38.0,
2021-12-31,AR,18.4,4.5,112.57333333333334,Argentina,177661.09375,,38.0,
2022-03-31,AR,16.9,4.3,116.01666666666667,Argentina,180437.40625,,42.333333333333336,
2022-06-30,AR,18.1,4.4,121.60333333333334,Argentina,183491.0,,49.333333333333336,
2022-09-30,AR,17.8,4.2,132.12,Argentina,183259.90625,,68.16666666666667,
2022-12-31,AR,18.0,4.1,131.32,Argentina,178973.796875,,75.0,
2023-03-31,AR,18.1,3.9,127.13666666666667,Argentina,180969.703125,,76.0,
2023-06-30,AR,19.0,4.0,129.20000000000002,Argentina,176576.0,,95.0,
2023-09-30,AR,20.1,3.9,122.12,Argentina,180709.203125,,111.0,
2023-12-31,AR,31.0,4.1,127.93,Argentina,176208.703125,,122.0,
2024-03-31,AR,25.2,3.5,106.08666666666666,Argentina,171679.90625,,93.33333333333333,
2024-09-30,AR,,,137.93666666666667,Argentina,,,40.0,
2024-12-31,AR,,,145.40666666666667,Argentina,,,35.666666666666664,
2025-03-31,AR,,,148.96,Argentina,,,29.0,
1964-03-31,AU,,,116.05,Australia,88573.0,,,
1964-06-30,AU,,,117.06333333333333,Australia,90767.0,,,
1964-09-30,AU,,,118.33666666666666,Australia,91324.0,,,
1964-12-31,AU,,,117.96,Australia,93918.0,,,
1965-03-31,AU,,,117.10333333333334,Australia,94713.0,,,
1965-06-30,AU,,,117.52,Australia,96199.0,,,
1965-09-30,AU,,,118.27666666666666,Australia,95911.0,,,
1965-12-31,AU,,,118.96333333333332,Australia,96146.0,,,
1966-03-31,AU,,,118.95,Australia,95868.0,,,
1966-06-30,AU,,,117.23,Australia,97178.0,,,
1966-09-30,AU,,,116.25999999999999,Australia,99923.0,,,
1966-12-31,AU,,,116.68,Australia,100580.0,,,
1967-03-31,AU,,,116.87333333333333,Australia,104514.0,,,
1967-06-30,AU,,,117.36333333333333,Australia,104367.0,,,
1967-09-30,AU,,,117.25,Australia,106324.0,,,
1967-12-31,AU,,,117.50666666666666,Australia,107245.0,,,
1968-03-31,AU,,,119.79666666666667,Australia,106288.0,,,
1968-06-30,AU,,,118.06666666666666,Australia,110381.0,,,
1968-09-30,AU,,,117.95666666666666,Australia,111835.0,,,
1968-12-31,AU,,,116.40333333333332,Australia,116009.0,,,
1969-03-31,AU,,,117.82666666666667,Australia,115211.0,,,
1969-06-30,AU,,,116.40666666666665,Australia,117494.0,,,
1969-09-30,AU,,,116.07000000000001,Australia,119435.0,,,
1969-12-31,AU,,,114.36000000000001,Australia,122195.0,,,
1970-03-31,AU,,,114.01333333333334,Australia,124721.0,3.1274,,57.16568374633789
1970-06-30,AU,,,113.49000000000001,Australia,127244.0,3.1846,,49.03955078125
1970-09-30,AU,,,112.75999999999999,Australia,126976.0,3.2736,,48.97745895385742
1970-12-31,AU,,,112.94666666666667,Australia,127571.0,3.3753,,48.734588623046875
1971-03-31,AU,,,113.26333333333334,Australia,129118.0,3.4707,,48.59397506713867
1971-06-30,AU,,,112.98,Australia,129678.0,3.5501,,47.12464141845703
1971-09-30,AU,,,115.25666666666666,Australia,133732.0,3.6582,,46.89292907714844
1971-12-31,AU,,,116.05,Australia,133310.0,3.798,,46.28495407104492
1972-03-31,AU,,,115.07000000000001,Australia,131719.0,3.8806,,47.57073211669922
1972-06-30,AU,,,114.07333333333334,Australia,134654.0,3.9474,,46.9598274230957
1972-09-30,AU,,,115.04,Australia,133972.0,4.0586,,46.69022750854492
1972-12-31,AU,,,115.8,Australia,135375.0,4.2779,,45.26162338256836
1973-03-31,AU,,,125.47666666666667,Australia,138889.0,4.3987,,44.95702362060547
1973-06-30,AU,,,127.60333333333334,Australia,139153.0,4.6593,,43.73340606689453
1973-09-30,AU,,,127.82666666666667,Australia,140543.0,5.0375,,42.23078536987305
1973-12-31,AU,,,134.44,Australia,144057.0,5.3871,,36.0071907043457
1974-03-31,AU,,,135.73333333333335,Australia,144098.0,5.7368,,35.180362701416016
1974-06-30,AU,,,132.29333333333332,Australia,141173.0,5.9306,,34.843040466308594
1974-09-30,AU,,,136.42999999999998,Australia,142848.0,6.0005,,30.244417190551758
1974-12-31,AU,,,122.35000000000001,Australia,142999.0,6.1436,,30.84242820739746
1975-03-31,AU,,,125.05,Australia,143547.0,6.2675,,31.509449005126953
1975-06-30,AU,,,125.32000000000001,Australia,148093.0,6.5281,,31.731414794921875
1975-09-30,AU,,,123.21666666666665,Australia,146450.0,6.7125,,31.434823989868164
1975-12-31,AU,,,126.99333333333334,Australia,144247.0,6.9095,,31.712465286254883
1976-03-31,AU,,,128.14,Australia,150648.0,7.1765,,33.01369094848633
1976-06-30,AU,,,127.56333333333333,Australia,151093.0,7.3449,6.1066666666666665,33.36548614501953
1976-09-30,AU,,,128.51,Australia,152319.0,7.3354,7.966666666666666,34.84113693237305
1976-12-31,AU,,,126.17,Australia,153639.0,7.5738,6.419999999999999,35.131797790527344
1977-03-31,AU,,,116.82666666666667,Australia,152806.0,7.7708,8.69,35.59333801269531
1977-06-30,AU,,,117.02666666666666,Australia,154972.0,7.9552,9.96,35.34839630126953
1977-09-30,AU,,,116.39,Australia,154303.0,7.9806,11.06,36.204933166503906
1977-12-31,AU,36.9,34.2,116.19333333333333,Australia,153827.0,8.1268,9.18,36.50522994995117
1978-03-31,AU,37.1,34.6,113.86666666666667,Australia,154894.0,8.3429,9.116666666666667,38.091636657714844
1978-06-30,AU,37.9,35.8,111.72333333333334,Australia,156195.0,8.3175,9.376666666666667,38.76405334472656
1978-09-30,AU,37.7,35.9,107.89333333333333,Australia,158571.0,8.3588,10.273333333333333,39.575958251953125
1978-12-31,AU,37.9,36.4,107.06,Australia,159860.0,8.451,8.246666666666668,41.03008270263672
1979-03-31,AU,37.6,36.0,106.42333333333333,Australia,164255.0,8.9055,9.25,39.89887619018555
1979-06-30,AU,38.6,37.0,106.09333333333335,Australia,161614.0,9.4648,11.0,38.37612533569336
1979-09-30,AU,38.8,37.1,106.29333333333334,Australia,163116.0,9.6746,11.166666666666666,38.81014633178711
1979-12-31,AU,38.8,37.1,106.77333333333333,Australia,166255.0,9.8431,8.666666666666666,39.39033126831055
1980-03-31,AU,39.3,37.3,105.84333333333332,Australia,167039.0,10.0624,10.333333333333334,38.049598693847656
1980-06-30,AU,40.4,38.2,106.79,Australia,167449.0,10.5772,22.25,36.11979293823242
1980-09-30,AU,40.4,37.9,107.33333333333333,Australia,168352.0,10.9141,12.333333333333334,35.001434326171875
1980-12-31,AU,40.7,38.0,108.47666666666667,Australia,171241.0,11.2828,12.833333333333334,32.82939147949219
1981-03-31,AU,41.1,37.9,109.80666666666667,Australia,171882.0,12.0011,12.0,30.558612823486328
1981-06-30,AU,42.3,38.7,112.62333333333333,Australia,174556.0,12.3952,18.583333333333332,30.186941146850586
1981-09-30,AU,42.5,38.6,117.57333333333334,Australia,178078.0,12.1632,15.916666666666666,30.663503646850586
1981-12-31,AU,42.8,38.5,117.53000000000002,Australia,177345.0,12.7384,14.833333333333334,29.182106018066406
1982-03-31,AU,43.9,38.6,115.72333333333334,Australia,175930.0,12.6018,16.12666666666667,29.3995418548584
1982-06-30,AU,44.9,38.7,115.11000000000001,Australia,177491.0,12.9895,22.043333333333333,27.91877555847168
1982-09-30,AU,45.8,38.7,113.83333333333333,Australia,176321.0,12.7607,18.25,29.257177352905273
1982-12-31,AU,46.5,38.5,113.99333333333334,Australia,173484.0,12.7067,13.416666666666666,30.222888946533203
1983-03-31,AU,47.8,39.3,112.36666666666667,Australia,171813.0,13.0404,14.126666666666667,32.48594665527344
1983-06-30,AU,49.1,39.9,106.44666666666667,Australia,171458.0,13.498,14.333333333333334,31.624065399169922
1983-09-30,AU,48.9,39.2,110.57666666666667,Australia,176262.0,13.4122,11.75,33.683998107910156
1983-12-31,AU,49.3,39.2,115.56,Australia,179244.0,14.0288,10.0,32.8363151550293
1984-03-31,AU,48.9,38.9,116.54333333333334,Australia,183622.0,14.4897,12.293333333333335,33.658470153808594
1984-06-30,AU,48.7,38.9,112.54,Australia,185771.0,14.8297,14.126666666666667,33.51041030883789
1984-09-30,AU,48.9,39.1,110.26333333333334,Australia,187486.0,15.4463,12.13,33.16175079345703
1984-12-31,AU,49.5,39.9,113.98333333333333,Australia,188618.0,15.4273,11.71,34.1928596496582
1985-03-31,AU,50.3,40.2,105.32333333333334,Australia,191394.0,16.2123,13.170000000000002,33.47955322265625
1985-06-30,AU,51.8,41.3,92.30333333333333,Australia,195665.0,16.3744,16.83666666666667,32.02044677734375
1985-09-30,AU,52.6,41.7,94.24333333333334,Australia,198174.0,16.7494,16.336666666666666,30.43768882751465
1985-12-31,AU,53.6,42.4,88.34333333333332,Australia,197623.0,16.9941,18.043333333333333,29.477357864379883
1986-03-31,AU,55.2,41.5,88.37666666666667,Australia,198991.0,17.3692,17.5,29.57499122619629
1986-06-30,AU,58.7,42.6,87.29666666666667,Australia,198640.0,17.8395,16.37666666666667,25.4525089263916
1986-09-30,AU,62.0,43.5,75.58,Australia,199145.0,17.3501,17.003333333333334,26.728130340576172
1986-12-31,AU,63.9,43.2,80.57333333333334,Australia,202465.0,17.5503,15.583333333333334,26.974552154541016
1987-03-31,AU,65.0,42.1,81.29333333333334,Australia,204443.0,17.7474,16.36,27.22016143798828
1987-06-30,AU,67.3,42.4,83.73,Australia,207707.0,17.9444,13.943333333333333,27.32281494140625
1987-09-30,AU,68.5,41.9,85.05,Australia,211445.0,18.2527,12.06,29.00400161743164
1987-12-31,AU,70.5,42.2,80.71,Australia,215722.0,19.1299,11.75,29.914697647094727
1988-03-31,AU,73.3,41.6,81.43,Australia,216592.0,19.9753,10.709999999999999,30.476221084594727
1988-06-30,AU,76.6,41.6,88.16333333333334,Australia,216823.0,21.0464,12.31,30.391239166259766
1988-09-30,AU,77.5,41.2,95.43666666666667,Australia,218569.0,23.1059,13.01,26.987611770629883
1988-12-31,AU,75.7,42.2,98.04,Australia,222118.0,25.4197,14.286666666666667,24.635026931762695
1989-03-31,AU,75.8,43.6,100.52666666666669,Australia,224204.0,27.4792,15.816666666666668,22.089677810668945
1989-06-30,AU,77.7,44.8,95.87333333333333,Australia,229071.0,28.0163,17.91,20.727142333984375
1989-09-30,AU,76.4,44.1,96.50333333333333,Australia,230987.0,28.0163,17.919999999999998,21.5257511138916
1989-12-31,AU,74.9,44.6,98.69,Australia,230362.0,28.1021,18.116666666666667,21.865097045898438
1990-03-31,AU,76.0,45.3,96.40666666666668,Australia,232145.0,28.242,16.916666666666668,22.139558792114258
1990-06-30,AU,75.6,45.6,97.98666666666668,Australia,232464.0,28.4962,15.25,22.77021026611328
1990-09-30,AU,75.6,45.0,98.59666666666668,Australia,231217.0,28.242,14.416666666666666,23.7532958984375
1990-12-31,AU,75.9,45.1,92.61333333333333,Australia,232473.0,28.4104,12.666666666666666,25.039993286132812
1991-03-31,AU,77.3,45.3,92.31,Australia,229563.0,28.3818,12.0,26.417631149291992
1991-06-30,AU,75.3,46.3,94.59333333333332,Australia,229170.0,28.7219,10.833333333333334,27.786245346069336
1991-09-30,AU,73.2,46.3,95.79666666666667,Australia,230158.0,29.5959,10.166666666666666,27.34931755065918
1991-12-31,AU,73.3,47.0,93.23666666666666,Australia,230326.0,29.5959,8.833333333333334,29.64102554321289
1992-03-31,AU,72.8,46.8,88.88666666666666,Australia,232100.0,29.3989,7.5,32.5285758972168
1992-06-30,AU,72.4,47.0,88.37,Australia,233782.0,29.4847,6.833333333333333,34.249961853027344
1992-09-30,AU,73.0,47.5,82.21,Australia,236082.0,29.5101,5.75,35.686275482177734
1992-12-31,AU,70.8,46.9,81.20333333333333,Australia,241004.0,29.793,5.75,35.68840408325195
1993-03-31,AU,69.7,46.2,81.67,Australia,242672.0,30.0758,5.583333333333333,36.063018798828125
1993-06-30,AU,66.8,46.5,79.56666666666666,Australia,244082.0,30.2729,5.25,37.42265319824219
1993-09-30,AU,66.3,47.3,76.96333333333332,Australia,244391.0,30.3015,4.75,39.823238372802734
1993-12-31,AU,64.1,48.1,77.08333333333333,Australia,248839.0,30.5843,4.75,39.94413375854492
1994-03-31,AU,62.9,48.9,85.49333333333334,Australia,252974.0,30.9212,4.75,40.34685516357422
1994-06-30,AU,62.3,50.2,85.78500000000001,Australia,255994.0,31.2899,4.75,40.27698516845703
1994-09-30,AU,62.2,50.7,85.065,Australia,257951.0,31.7698,5.25,39.11556625366211
1994-12-31,AU,61.5,51.4,86.42166666666667,Australia,260785.0,31.6268,6.833333333333333,37.35716247558594
1995-03-31,AU,61.2,52.0,85.15666666666667,Australia,260574.0,31.9383,7.5,35.03116989135742
1995-06-30,AU,60.8,52.7,79.55666666666667,Australia,261806.0,31.7126,7.5,35.68213653564453
1995-09-30,AU,60.2,53.3,84.19833333333334,Australia,267774.0,31.7698,7.5,36.07999801635742
1995-12-31,AU,60.0,54.1,86.73666666666668,Australia,267829.0,31.7126,7.5,36.939117431640625
1996-03-31,AU,60.1,54.5,88.52666666666666,Australia,271977.0,31.6554,7.5,37.060997009277344
1996-06-30,AU,59.9,55.5,93.26833333333333,Australia,273762.0,32.0495,7.5,38.99858474731445
1996-09-30,AU,58.6,55.7,92.765,Australia,275959.0,32.1639,7.0,41.215484619140625
1996-12-31,AU,59.3,56.6,93.64,Australia,278505.0,32.2466,6.5,44.84967803955078
1997-03-31,AU,58.8,57.0,94.33333333333333,Australia,280396.0,32.5294,6.0,48.51526641845703
1997-06-30,AU,59.1,58.2,92.88833333333334,Australia,288799.0,32.9521,5.666666666666667,51.18505859375
1997-09-30,AU,59.6,58.6,89.855,Australia,289133.0,33.5465,5.0,52.664730072021484
1997-12-31,AU,61.3,60.0,87.14833333333333,Australia,293406.0,34.1948,5.0,53.03622055053711
1998-03-31,AU,61.0,60.7,87.85333333333334,Australia,295324.0,35.0403,5.0,51.579830169677734
1998-06-30,AU,62.7,61.8,83.13333333333334,Australia,298195.0,35.803,5.0,50.90276336669922
1998-09-30,AU,63.0,62.3,80.09166666666667,Australia,303806.0,35.803,5.0,51.811466217041016
1998-12-31,AU,63.0,63.6,79.2,Australia,308573.0,36.3942,4.916666666666667,53.12147521972656
1999-03-31,AU,63.6,64.1,80.89166666666667,Australia,310858.0,37.0457,4.75,52.080753326416016
1999-06-30,AU,61.6,65.7,84.95,Australia,311949.0,37.8912,4.75,51.2164421081543
1999-09-30,AU,62.5,66.5,84.32166666666667,Australia,315502.0,38.5967,4.75,51.04182434082031
1999-12-31,AU,63.9,67.9,82.46333333333332,Australia,320872.0,39.8649,4.916666666666667,49.02068328857422
2000-03-31,AU,64.6,68.3,82.44833333333334,Australia,322084.0,40.599,5.333333333333333,44.63148498535156
2000-06-30,AU,65.2,69.8,78.48333333333333,Australia,325165.0,41.5589,5.916666666666667,41.86224365234375
2000-09-30,AU,66.3,69.5,80.37666666666667,Australia,326061.0,41.5017,6.166666666666667,41.1850471496582
2000-12-31,AU,68.7,70.2,76.16333333333334,Australia,324829.0,42.4901,6.25,40.55020523071289
2001-03-31,AU,70.7,70.3,76.685,Australia,327913.0,43.4213,5.833333333333333,43.32903289794922
2001-06-30,AU,68.2,71.6,76.25333333333333,Australia,330815.0,44.9723,5.0,44.4267692565918
2001-09-30,AU,67.9,72.6,75.89333333333333,Australia,334632.0,47.3147,4.916666666666667,44.225215911865234
2001-12-31,AU,65.4,73.9,76.76333333333334,Australia,338610.0,49.0913,4.416666666666667,45.5573844909668
2002-03-31,AU,63.4,75.5,79.59166666666667,Australia,341286.0,50.9538,4.25,44.3571662902832
2002-06-30,AU,63.9,78.3,82.14,Australia,347208.0,53.9858,4.5,40.409324645996094
2002-09-30,AU,64.4,80.4,79.17999999999999,Australia,348016.0,56.236,4.75,39.32662582397461
2002-12-31,AU,63.7,81.4,80.83666666666666,Australia,350903.0,58.2892,4.75,38.57642364501953
2003-03-31,AU,62.6,83.0,83.79666666666667,Australia,351702.0,59.8529,4.75,37.55464172363281
2003-06-30,AU,62.2,85.9,88.43333333333334,Australia,353202.0,63.082,4.75,35.9940299987793
2003-09-30,AU,61.2,88.1,91.14833333333333,Australia,359068.0,66.7942,4.75,34.781681060791016
2003-12-31,AU,62.0,90.6,95.76666666666667,Australia,365373.0,69.3114,5.0,32.64334487915039
2004-03-31,AU,60.8,92.3,100.20666666666666,Australia,367992.0,69.0223,5.25,34.24081802368164
2004-06-30,AU,61.1,94.0,94.83666666666666,Australia,370692.0,68.3446,5.25,35.10246276855469
2004-09-30,AU,60.9,95.4,93.78666666666668,Australia,373246.0,68.3446,5.25,35.624576568603516
2004-12-31,AU,61.9,96.8,96.94166666666666,Australia,376060.0,69.5063,5.25,35.54254150390625
2005-03-31,AU,62.2,97.8,98.67833333333334,Australia,379100.0,69.4095,5.333333333333333,34.88865661621094
2005-06-30,AU,64.3,99.7,99.04,Australia,380867.0,69.8935,5.5,35.38332748413086
2005-09-30,AU,65.8,100.2,100.09166666666665,Australia,384866.0,69.7967,5.5,36.271026611328125
2005-12-31,AU,67.8,101.3,99.56,Australia,388151.0,71.152,5.5,36.348480224609375
2006-03-31,AU,68.4,101.5,98.43833333333333,Australia,388405.0,71.9264,5.5,35.845191955566406
2006-06-30,AU,69.6,104.3,98.35166666666667,Australia,389438.0,74.5402,5.666666666666667,34.18226623535156
2006-09-30,AU,71.2,105.3,100.01166666666666,Australia,395289.0,75.8955,5.916666666666667,33.7093505859375
2006-12-31,AU,72.4,106.1,100.75833333333333,Australia,400145.0,77.2507,6.166666666666667,33.200477600097656
2007-03-31,AU,73.4,105.8,101.58833333333332,Australia,405612.0,77.9284,6.25,33.143035888671875
2007-06-30,AU,73.4,108.3,106.14333333333333,Australia,408333.0,81.4134,6.25,32.17502212524414
2007-09-30,AU,77.4,108.1,106.89,Australia,413146.0,84.3175,6.416666666666667,30.827760696411133
2007-12-31,AU,78.3,109.2,108.91333333333334,Australia,414578.0,87.5121,6.666666666666667,29.579864501953125
2008-03-31,AU,79.2,109.3,108.815,Australia,419042.0,87.8993,6.9999,30.097301483154297
2008-06-30,AU,78.6,110.0,111.70333333333333,Australia,420329.0,87.1249,7.25,30.615772247314453
2008-09-30,AU,79.5,108.4,107.91833333333334,Australia,423271.0,85.1888,7.166666666666667,32.17129135131836
2008-12-31,AU,80.8,107.3,87.53500000000001,Australia,421348.0,84.0271,5.166666666666667,42.14195251464844
2009-03-31,AU,79.0,106.7,88.23333333333333,Australia,425631.0,83.8335,3.5833333333333335,46.268341064453125
2009-06-30,AU,76.0,108.4,98.47666666666667,Australia,428396.0,87.3185,3.0,44.07707595825195
2009-09-30,AU,74.7,110.8,105.32333333333334,Australia,429918.0,90.9971,3.0,42.45222473144531
2009-12-31,AU,74.2,112.2,112.23833333333334,Australia,433341.0,96.031,3.5,37.53721237182617
2010-03-31,AU,73.0,112.8,114.145,Australia,435291.0,99.0319,3.8333333333333335,36.46228790283203
2010-06-30,AU,71.5,112.8,114.28833333333334,Australia,437917.0,100.9681,4.416666666666667,34.182743072509766
2010-09-30,AU,69.8,111.7,115.25333333333333,Australia,441082.0,99.7096,4.5,34.78176498413086
2010-12-31,AU,66.8,111.1,121.42333333333333,Australia,444627.0,100.2904,4.666666666666667,33.41923904418945
2011-03-31,AU,65.9,110.6,123.09333333333332,Australia,443673.0,99.4192,4.75,33.72225570678711
2011-06-30,AU,63.9,110.7,126.71166666666666,Australia,448916.0,98.7415,4.75,34.81269073486328
2011-09-30,AU,65.1,109.5,125.11166666666668,Australia,455175.0,96.999,4.75,36.08811950683594
2011-12-31,AU,64.3,109.0,123.24333333333334,Australia,460076.0,96.2246,4.5,38.219947814941406
2012-03-31,AU,64.6,108.8,128.21666666666667,Australia,464738.0,96.8054,4.25,38.06215286254883
2012-06-30,AU,64.9,109.4,123.92,Australia,467990.0,97.1926,3.8333333333333335,40.53533172607422
2012-09-30,AU,65.2,109.5,129.295,Australia,470903.0,96.999,3.5,41.05207824707031
2012-12-31,AU,65.6,109.9,127.375,Australia,472773.0,99.1288,3.1666666666666665,42.263851165771484
2013-03-31,AU,65.7,110.0,128.78166666666667,Australia,475291.0,99.8064,3.0,41.70987319946289
2013-06-30,AU,67.6,111.6,124.57499999999999,Australia,477173.0,102.3233,2.8333333333333335,42.27357864379883
2013-09-30,AU,67.8,111.2,116.28833333333334,Australia,480952.0,104.8403,2.5833333333333335,42.83914566040039
2013-12-31,AU,69.2,112.2,116.96,Australia,484805.0,109.0029,2.5,41.84568405151367
2014-03-31,AU,68.1,112.2,113.87666666666667,Australia,488643.0,110.5518,2.5,41.435855865478516
2014-06-30,AU,68.6,113.6,117.56333333333333,Australia,491181.0,112.6815,2.5,40.93387985229492
2014-09-30,AU,70.0,114.3,118.22500000000001,Australia,493117.0,114.0368,2.5,40.725215911865234
2014-12-31,AU,70.9,115.8,114.055,Australia,494963.0,116.3601,2.5,40.184356689453125
2015-03-31,AU,73.5,117.4,109.84166666666665,Australia,499869.0,118.1994,2.3333333333333335,40.38956069946289
2015-06-30,AU,73.9,119.6,109.11500000000001,Australia,500470.0,123.7173,2.0833333333333335,39.40049362182617
2015-09-30,AU,75.9,120.1,103.94833333333332,Australia,505335.0,126.2343,2.0,39.05329132080078
2015-12-31,AU,76.1,120.9,104.50833333333333,Australia,508530.0,126.4279,2.0,38.29576110839844
2016-03-31,AU,76.6,122.0,104.75333333333333,Australia,513268.0,126.2343,2.0,38.57252883911133
2016-06-30,AU,76.5,123.5,105.72000000000001,Australia,516547.0,128.7512,1.8333333333333333,38.895477294921875
