TIME_PERIOD,Code,private_debt,household_debt,exchange_rate,Country,GDP,housing_price,policy_rate,Housing_Affordability
1999-03-31,DK,72.1,77.7,99.5,Denmark,400624.30592883,55.8137,3.5500000000000003,127.25627899169922
1999-06-30,DK,74.0,77.6,98.13333333333333,Denmark,402409.97643094,56.6673,2.8833333333333333,124.69766998291016
1999-09-30,DK,74.4,76.2,97.69333333333333,Denmark,404115.20519137,57.7352,2.85,108.37911224365234
1999-12-31,DK,74.8,75.8,97.14,Denmark,411295.10657987,57.8424,3.15,108.24542999267578
2000-03-31,DK,76.6,77.2,95.56333333333333,Denmark,414134.54904698,58.6959,3.5833333333333335,111.23982238769531
2000-06-30,DK,78.7,75.8,94.53166666666665,Denmark,418776.60455928004,60.2958,4.3,110.33444213867188
2000-09-30,DK,82.1,76.0,93.69333333333333,Denmark,419484.29166733,61.6853,5.133333333333333,103.5162353515625
2000-12-31,DK,81.7,75.8,93.27499999999999,Denmark,426320.15869568,62.2173,5.400000000000001,107.55670166015625
2001-03-31,DK,85.1,77.7,95.94166666666666,Denmark,419672.35049594,63.3924,5.333333333333333,113.33245086669922
2001-06-30,DK,87.8,77.9,94.94833333333334,Denmark,422401.25311298,64.2459,5.1000000000000005,112.51599884033203
2001-09-30,DK,91.0,78.4,95.90499999999999,Denmark,425218.78156632,64.9923,4.583333333333333,113.29712677001953
2001-12-31,DK,92.7,80.5,96.19833333333334,Denmark,427371.56435873,64.4603,3.766666666666667,123.19004821777344
2002-03-31,DK,92.0,81.1,95.99000000000001,Denmark,424355.59039787,65.4171,3.5666666666666664,119.89779663085938
2002-06-30,DK,89.8,81.8,96.82666666666667,Denmark,425095.41805944,66.6994,3.5499999999999994,116.36151885986328
2002-09-30,DK,88.3,84.2,98.235,Denmark,426946.61141799,67.1281,3.483333333333333,120.27171325683594
2002-12-31,DK,85.5,84.8,98.53333333333335,Denmark,426002.97582397,67.1281,3.2833333333333337,124.03169250488281
2003-03-31,DK,88.4,87.0,100.71499999999999,Denmark,427257.05502594,66.9608,2.866666666666667,132.6857147216797
2003-06-30,DK,88.9,89.0,102.60000000000001,Denmark,423979.17930131,68.3949,2.5,131.3270721435547
2003-09-30,DK,88.8,90.0,101.82333333333334,Denmark,425238.90989438,69.6084,2.15,126.81886291503906
2003-12-31,DK,87.2,90.3,102.09166666666665,Denmark,433434.59001103,69.829,2.15,126.88868713378906
2004-03-31,DK,90.1,92.9,103.12833333333333,Denmark,435295.2512613,72.1456,2.15,126.8941879272461
2004-06-30,DK,91.1,92.8,101.955,Denmark,438505.02132656,75.3447,2.15,120.4310531616211
2004-09-30,DK,91.5,93.5,101.86333333333333,Denmark,439372.28933358,77.7716,2.15,117.72100067138672
2004-12-31,DK,91.9,94.4,102.52166666666666,Denmark,444210.26570156,79.647,2.15,117.99593353271484
2005-03-31,DK,96.2,96.6,102.49000000000001,Denmark,442341.72900473,83.2874,2.15,123.13140869140625
2005-06-30,DK,97.8,98.8,101.86,Denmark,451762.84220288,87.6999,2.15,120.93858337402344
2005-09-30,DK,98.5,100.6,101.00666666666666,Denmark,451138.37556387,94.4291,2.15,114.2528305053711
2005-12-31,DK,103.4,101.7,100.36833333333334,Denmark,453607.25156606,100.6067,2.233333333333333,105.7203598022461
2006-03-31,DK,107.6,103.5,100.45666666666666,Denmark,458356.66114346,107.7772,2.5500000000000003,97.31429290771484
2006-06-30,DK,111.0,105.0,101.21499999999999,Denmark,472117.20443605,114.2857,2.8333333333333335,85.26172637939453
2006-09-30,DK,114.5,106.3,101.35666666666667,Denmark,468816.82424045,116.6023,3.1666666666666665,84.15017700195312
2006-12-31,DK,118.2,108.2,101.19,Denmark,468212.42151599,115.3889,3.5833333333333335,86.65462493896484
2007-03-31,DK,119.8,108.8,101.79333333333334,Denmark,469997.28327066,115.8301,3.8333333333333335,86.7003173828125
2007-06-30,DK,120.3,111.7,102.015,Denmark,464930.67650744,117.3745,4.083333333333333,83.9104232788086
2007-09-30,DK,120.6,113.9,101.575,Denmark,472887.48448035,117.5951,4.25,78.45179748535156
2007-12-31,DK,124.7,115.5,102.27499999999999,Denmark,478123.18387124,115.3889,4.25,83.2787094116211
2008-03-31,DK,127.3,116.8,103.83666666666666,Denmark,476328.53126265004,113.8445,4.25,85.6351089477539
2008-06-30,DK,129.4,118.1,104.47000000000001,Denmark,471850.04402468,114.2857,4.316666666666666,81.21662902832031
2008-09-30,DK,129.5,118.6,103.56833333333333,Denmark,469354.66007278004,111.3072,4.6,79.39897918701172
2008-12-31,DK,131.2,119.7,103.75833333333333,Denmark,460537.67315778,102.5924,4.75,85.90950012207031
2009-03-31,DK,134.5,122.1,106.45833333333333,Denmark,451510.20435471,96.0838,2.75,101.45906829833984
2009-06-30,DK,134.8,124.8,106.74666666666667,Denmark,443277.32811842,97.2973,1.7,108.1080551147461
2009-09-30,DK,138.1,128.0,106.93,Denmark,444512.33555286,98.0695,1.2333333333333334,110.78675079345703
2009-12-31,DK,141.0,129.9,106.89333333333333,Denmark,445346.81708196003,97.6282,0.9833333333333334,113.04496002197266
2010-03-31,DK,141.4,131.6,105.13833333333334,Denmark,449272.00387678004,98.2901,0.7666666666666666,115.72663879394531
2010-06-30,DK,139.7,130.3,102.295,Denmark,451259.98648642,100.3861,0.5666666666666667,120.39704132080078
2010-09-30,DK,135.7,129.2,101.96,Denmark,457466.16938125,101.1583,0.5,124.08760833740234
2010-12-31,DK,132.2,128.1,102.02666666666666,Denmark,454897.63225555,100.1655,0.6999999999999998,124.38668060302734
2011-03-31,DK,133.4,125.2,101.69666666666666,Denmark,458009.27101824,99.1726,0.6999999999999998,120.64863586425781
2011-06-30,DK,134.3,124.9,102.80333333333333,Denmark,462355.80449171003,101.3789,0.9499999999999998,115.4131088256836
2011-09-30,DK,139.0,125.9,102.35166666666667,Denmark,456393.76133455,98.0695,1.0999999999999999,125.77183532714844
2011-12-31,DK,140.3,125.9,101.32166666666666,Denmark,459900.45443253004,94.5394,0.65,139.7688751220703
2012-03-31,DK,142.5,126.0,100.77999999999999,Denmark,458795.6714387,94.5394,0.3,145.57078552246094
2012-06-30,DK,142.9,126.4,100.14333333333333,Denmark,458687.55067387,95.9735,0.18333333333333335,147.7508087158203
2012-09-30,DK,139.7,125.0,98.66833333333334,Denmark,459514.74274046003,96.3045,-0.20000000000000004,151.39341735839844
2012-12-31,DK,141.5,124.1,98.90666666666668,Denmark,459561.55615539,95.8632,-0.20000000000000004,154.2222900390625
2013-03-31,DK,136.8,123.7,99.95833333333333,Denmark,462913.29181317997,97.0767,-0.10000000000000002,153.4379425048828
2013-06-30,DK,136.0,122.6,100.00333333333333,Denmark,463763.04023940995,100.6067,-0.10000000000000002,151.562744140625
2013-09-30,DK,135.5,121.8,100.68666666666667,Denmark,467677.07007706,100.6067,-0.10000000000000002,144.00650024414062
2013-12-31,DK,130.6,124.7,101.36333333333333,Denmark,467783.4087347,99.1726,-0.10000000000000002,146.93218994140625
2014-03-31,DK,131.5,124.1,102.05666666666667,Denmark,467835.02990263,100.6067,-0.10000000000000002,148.20016479492188
2014-06-30,DK,129.3,123.9,101.63666666666666,Denmark,468240.70531045,104.4677,0.05000000000000001,149.096923828125
2014-09-30,DK,136.2,123.5,100.94666666666666,Denmark,475092.72581636,103.9162,0.016666666666666666,154.35800170898438
2014-12-31,DK,135.8,122.7,100.56666666666666,Denmark,474766.44006284,103.4749,-0.05000000000000001,160.9991912841797
2015-03-31,DK,138.0,122.2,98.71333333333332,Denmark,478344.53911808,107.7772,-0.6666666666666666,163.4947052001953
2015-06-30,DK,137.1,119.9,97.295,Denmark,481478.64656645,111.4175,-0.75,152.15658569335938
2015-09-30,DK,140.5,119.4,98.485,Denmark,482249.48128266,111.1969,-0.75,143.58151245117188
2015-12-31,DK,140.1,118.8,98.07166666666667,Denmark,483550.11266696994,110.7557,-0.75,148.5869598388672
2016-03-31,DK,141.1,118.7,99.42166666666667,Denmark,489515.86586353,113.5135,-0.65,146.31051635742188
2016-06-30,DK,142.4,118.6,99.39,Denmark,494856.58254042,115.9404,-0.65,147.4057159423828
2016-09-30,DK,144.7,118.6,99.355,Denmark,498893.102724,117.1539,-0.65,152.82525634765625
2016-12-31,DK,141.9,116.9,98.94666666666666,Denmark,501532.6208567,115.3889,-0.65,154.9659881591797
2017-03-31,DK,142.1,115.9,98.71499999999999,Denmark,506384.18758121005,117.5951,-0.65,152.9484100341797
2017-06-30,DK,140.6,114.8,98.99666666666667,Denmark,512493.07654912,121.8974,-0.65,149.66064453125
2017-09-30,DK,137.3,114.6,100.82333333333334,Denmark,511348.00558703,122.449,-0.65,152.33291625976562
2017-12-31,DK,138.3,113.8,100.51666666666667,Denmark,515237.85620238003,120.5736,-0.65,159.0454864501953
2018-03-31,DK,138.6,113.6,100.85166666666667,Denmark,519424.97786235,124.4346,-0.65,152.45957946777344
2018-06-30,DK,140.8,113.6,100.46833333333335,Denmark,519243.40780051,127.5234,-0.65,147.708740234375
2018-09-30,DK,141.1,112.8,100.73666666666666,Denmark,522032.75086892,128.075,-0.65,147.26625061035156
2018-12-31,DK,139.8,112.3,99.65333333333332,Denmark,522807.99791073997,125.2068,-0.65,154.22828674316406
2019-03-31,DK,143.6,112.6,99.80833333333334,Denmark,524885.52872241,127.9647,-0.65,151.41915893554688
2019-06-30,DK,146.2,112.2,99.03500000000001,Denmark,529656.3656337,130.9432,-0.65,152.73394775390625
2019-09-30,DK,149.2,111.9,99.20666666666666,Denmark,531375.05413438,131.1638,-0.6833333333333332,158.86563110351562
2019-12-31,DK,151.6,110.8,98.325,Denmark,533249.30842508,128.406,-0.75,165.13934326171875
2020-03-31,DK,153.2,109.8,98.86666666666667,Denmark,528818.39503934,130.6122,-0.7000000000000001,160.96142578125
2020-06-30,DK,156.6,111.3,99.585,Denmark,497466.39620285,132.8185,-0.6,154.87796020507812
2020-09-30,DK,139.9,111.7,100.88833333333334,Denmark,527479.09676018,139.2168,-0.6,150.4327850341797
2020-12-31,DK,139.0,111.8,100.66000000000001,Denmark,527678.97010056,142.3056,-0.6,148.88589477539062
2021-03-31,DK,128.0,110.1,99.89333333333333,Denmark,532792.04584534,148.9244,-0.5666666666666667,144.8374481201172
2021-06-30,DK,127.0,106.5,99.45166666666667,Denmark,553702.08019141,153.2267,-0.5,137.0044708251953
2021-09-30,DK,128.1,103.8,99.11666666666667,Denmark,566635.93151677,154.8814,-0.5,137.19253540039062
2021-12-31,DK,126.4,101.5,97.90333333333332,Denmark,581967.7073601701,151.7926,-0.6,141.22421264648438
2022-03-31,DK,126.9,96.5,97.895,Denmark,567348.90411138,155.102,-0.6,134.9956512451172
2022-06-30,DK,128.6,90.8,97.48833333333334,Denmark,567234.39925175,157.198,-0.6,125.3762435913086
2022-09-30,DK,133.4,85.2,97.56833333333333,Denmark,570107.67402173,151.6823,0.15,121.46094512939453
2022-12-31,DK,133.2,84.5,97.93333333333334,Denmark,564831.1659867,141.9746,1.4166666666666667,114.95304107666016
2023-03-31,DK,130.1,84.1,98.425,Denmark,575284.47083386,148.8141,2.15,107.21429443359375
2023-06-30,DK,124.5,83.8,97.47833333333334,Denmark,575642.75221051,149.476,2.85,99.21562957763672
2023-09-30,DK,127.8,85.0,98.32666666666667,Denmark,582707.6039084201,152.1236,3.4333333333333336,
2023-12-31,DK,130.4,88.3,97.00166666666667,Denmark,592516.07850027,154.5505,3.6,
2024-03-31,DK,131.9,88.1,97.195,Denmark,586442.38793847,150.6895,3.6,
2024-06-30,DK,132.0,87.1,96.59499999999998,Denmark,590146.07187214,155.433,3.516666666666667,
2024-09-30,DK,,,97.15833333333335,Denmark,,159.294,3.266666666666667,
2024-12-31,DK,,,96.32833333333333,Denmark,,,2.766666666666667,
2025-03-31,DK,,,96.135,Denmark,,,2.35,
1990-03-31,FI,75.0,41.9,131.69333333333333,Finland,32132.139435476,60.3964,,67.61820983886719
1990-06-30,FI,79.5,42.3,131.79666666666665,Finland,31699.636084712,60.539,,70.30271911621094
1990-09-30,FI,83.8,42.7,131.92333333333332,Finland,31007.094562311002,59.5568,,70.84630584716797
1990-12-31,FI,86.4,42.4,130.60333333333332,Finland,30838.203791042,57.541,,72.58199310302734
1991-03-31,FI,88.0,42.6,130.06666666666666,Finland,30239.490474901002,53.7033,,80.50643920898438
1991-06-30,FI,90.4,43.2,128.92333333333332,Finland,29871.326465573,52.9191,,85.12122344970703
1991-09-30,FI,94.3,44.5,124.50333333333333,Finland,29257.421916039002,50.5073,,91.35018920898438
1991-12-31,FI,96.7,45.1,118.24333333333334,Finland,28918.746771535,47.8181,,93.75502014160156
1992-03-31,FI,102.7,45.0,111.99333333333334,Finland,29003.638958152,46.4755,,95.43730926513672
1992-06-30,FI,108.9,45.0,111.84666666666665,Finland,28684.623056866,44.0359,,96.30498504638672
1992-09-30,FI,115.3,45.1,109.56,Finland,28445.13773041,40.927,,97.51163482666016
1992-12-31,FI,120.2,44.5,99.74666666666667,Finland,28235.141268778,38.6854,,110.57032775878906
1993-03-31,FI,116.8,43.9,91.85000000000001,Finland,28278.034163069,38.127,,122.0284423828125
1993-06-30,FI,113.7,43.4,92.97666666666667,Finland,28216.375627526002,38.3804,,129.687744140625
1993-09-30,FI,110.1,42.8,91.60666666666667,Finland,28387.053602723998,38.6577,,141.5989227294922
1993-12-31,FI,104.8,41.4,92.65666666666668,Finland,28592.582054534,39.9488,,146.41627502441406
1994-03-31,FI,105.0,41.0,100.73333333333333,Finland,28782.919272948002,40.927,,149.90447998046875
1994-06-30,FI,104.0,40.0,100.89333333333333,Finland,29034.915026905997,41.6003,,127.71653747558594
1994-09-30,FI,102.2,38.8,103.78166666666668,Finland,29702.435694304,41.1805,,118.15718841552734
1994-12-31,FI,100.2,37.5,109.71833333333332,Finland,30453.954946355,40.6775,,125.0983657836914
1995-03-31,FI,95.8,36.9,110.56166666666667,Finland,30198.38478454,40.3686,,129.90103149414062
1995-06-30,FI,91.4,36.2,112.59666666666665,Finland,31006.200960347,39.9488,,144.0375213623047
1995-09-30,FI,87.6,35.7,112.97833333333334,Finland,30872.160665688,39.1646,,158.80728149414062
1995-12-31,FI,82.7,34.7,112.13166666666666,Finland,30890.92630694,38.9389,,168.80490112304688
1996-03-31,FI,82.2,33.9,107.35833333333333,Finland,31438.704311111,39.6399,,168.3919219970703
1996-06-30,FI,82.6,33.4,104.25166666666667,Finland,31688.019259175,41.0418,,165.08120727539062
1996-09-30,FI,82.5,32.7,107.26166666666667,Finland,31855.122826515,42.3844,,164.61900329589844
1996-12-31,FI,82.5,32.1,106.37333333333333,Finland,32486.005813374002,44.0359,,167.5165557861328
1997-03-31,FI,84.2,31.8,104.00999999999999,Finland,32863.105842346,47.2043,,161.2388916015625
1997-06-30,FI,85.5,31.4,102.32333333333334,Finland,33387.650195441005,48.828,,154.11341857910156
1997-09-30,FI,86.5,30.9,100.85166666666667,Finland,34177.594331961,49.5845,,156.07858276367188
1997-12-31,FI,86.3,30.0,101.88833333333334,Finland,35193.61976547,50.7053,,154.67308044433594
1998-03-31,FI,84.2,29.3,101.28333333333335,Finland,34911.241544724,52.2736,,158.6568145751953
1998-06-30,FI,82.2,29.2,101.755,Finland,35604.676669089,53.5607,,158.57528686523438
1998-09-30,FI,80.0,29.4,103.64333333333333,Finland,36088.115331823,54.9904,,160.84901428222656
1998-12-31,FI,78.5,29.6,105.56333333333333,Finland,36415.173650789,55.5528,,165.96263122558594
1999-03-31,FI,81.7,29.6,103.47500000000001,Finland,37007.631753179,56.3924,,167.24459838867188
1999-06-30,FI,83.9,30.2,101.77666666666666,Finland,37198.862573558,57.933,,159.91943359375
1999-09-30,FI,82.2,31.0,100.67833333333333,Finland,37390.986995901,60.0043,,144.09303283691406
1999-12-31,FI,81.1,31.2,99.83,Finland,37700.173275580004,61.3786,,137.99163818359375
2000-03-31,FI,83.0,31.2,98.78166666666668,Finland,38829.686158566,62.4717,,133.65220642089844
2000-06-30,FI,84.1,31.4,97.55666666666667,Finland,39129.042816637004,63.3667,,127.11605072021484
2000-09-30,FI,89.6,31.8,96.86166666666668,Finland,39735.798550456,62.135,,125.85662078857422
2000-12-31,FI,90.2,31.6,96.18166666666667,Finland,40191.535552294,61.236,,126.10474395751953
2001-03-31,FI,90.0,31.5,99.12166666666667,Finland,40385.447178567,61.4063,,130.06106567382812
2001-06-30,FI,90.3,31.6,98.13833333333334,Finland,40418.510451249,62.0202,,133.70574951171875
2001-09-30,FI,88.4,31.8,98.82833333333333,Finland,40690.165448422995,61.743,,140.64993286132812
2001-12-31,FI,85.3,32.1,99.04833333333333,Finland,40562.380367515,62.0202,,155.0560302734375
2002-03-31,FI,92.2,32.3,98.26333333333332,Finland,40841.184180405,64.3766,,149.48582458496094
2002-06-30,FI,90.0,32.9,99.28666666666668,Finland,41213.816199555,66.5034,,145.2306671142578
2002-09-30,FI,88.6,33.7,100.76166666666667,Finland,41126.243207044,67.2876,,145.52703857421875
2002-12-31,FI,85.0,34.6,101.06,Finland,41609.681869779,67.4301,,154.56939697265625
2003-03-31,FI,85.1,34.9,102.87333333333333,Finland,41306.750803851,68.6341,,159.21726989746094
2003-06-30,FI,87.0,36.1,104.41666666666667,Finland,41901.889712134005,70.0321,,163.87689208984375
2003-09-30,FI,86.6,37.4,103.46499999999999,Finland,42403.200414155,71.4618,,163.56451416015625
2003-12-31,FI,87.3,38.1,104.055,Finland,42493.454212559,72.4163,,162.8844451904297
2004-03-31,FI,88.4,38.6,104.72833333333334,Finland,43037.657808871,74.349,,168.61557006835938
2004-06-30,FI,89.3,39.8,102.70666666666666,Finland,43384.375371054004,76.0837,,165.10507202148438
2004-09-30,FI,88.5,40.6,103.13,Finland,43871.388441644995,76.1708,,165.71932983398438
2004-12-31,FI,87.5,41.4,103.91166666666668,Finland,44546.057924759,76.5906,,167.59393310546875
2005-03-31,FI,87.4,41.8,103.48833333333334,Finland,44983.922887308996,78.3813,,166.580078125
2005-06-30,FI,89.1,43.3,102.02333333333333,Finland,44428.102465459,80.6177,,166.78416442871094
2005-09-30,FI,87.8,44.6,100.895,Finland,45075.963889640996,82.0021,,166.50363159179688
2005-12-31,FI,87.6,46.3,100.3,Finland,45206.429776442004,83.8126,,160.2255859375
2006-03-31,FI,90.7,46.9,100.00333333333333,Finland,46352.921096752,84.771,,157.0659942626953
2006-06-30,FI,92.6,48.1,100.96,Finland,46428.877263725,86.688,,151.6419219970703
2006-09-30,FI,93.2,48.9,101.235,Finland,46872.103838061,87.3269,,147.70135498046875
2006-12-31,FI,90.3,49.7,101.61166666666666,Finland,47264.395100428,88.6049,,143.37010192871094
2007-03-31,FI,91.3,49.9,101.96333333333332,Finland,48199.102755178,90.6283,,136.6294403076172
2007-06-30,FI,92.8,50.4,102.72166666666668,Finland,49027.471776166,92.2258,,131.5913848876953
2007-09-30,FI,92.5,50.9,102.69833333333334,Finland,49494.825603541,92.4388,,128.62594604492188
2007-12-31,FI,93.9,50.9,103.39166666666667,Finland,50125.708590399,92.6518,,128.9322509765625
2008-03-31,FI,93.6,51.0,104.86833333333334,Finland,50076.560482358,93.6102,,130.64752197265625
2008-06-30,FI,97.2,51.8,105.95333333333333,Finland,49686.056423919996,94.4622,,129.3714141845703
2008-09-30,FI,99.9,52.3,105.21499999999999,Finland,49857.628001083,93.1842,,126.894287109375
2008-12-31,FI,103.5,52.6,104.94333333333333,Finland,48772.795216315004,89.6699,,141.84149169921875
2009-03-31,FI,107.6,53.7,106.66833333333334,Finland,45608.550660416004,91.7998,,173.0705108642578
2009-06-30,FI,111.6,55.4,106.31,Finland,45405.7030145,93.1842,,178.90647888183594
2009-09-30,FI,107.1,57.3,106.165,Finland,45838.206365264,94.6752,,185.59286499023438
2009-12-31,FI,106.2,59.0,105.78500000000001,Finland,45519.190463978,96.5921,,189.46365356445312
2010-03-31,FI,109.4,59.8,103.25166666666667,Finland,45916.84333813,98.8285,,188.18495178222656
2010-06-30,FI,112.2,60.4,100.36333333333333,Finland,47227.757419888,99.6805,,188.51934814453125
2010-09-30,FI,111.9,58.9,99.71333333333332,Finland,46996.314511111,100.7455,,183.3946075439453
2010-12-31,FI,108.3,58.9,101.00833333333333,Finland,48006.08473087,100.7455,,181.78775024414062
2011-03-31,FI,109.7,58.4,100.495,Finland,48207.145172858,102.0234,,178.5384063720703
2011-06-30,FI,109.2,58.7,101.575,Finland,48089.189713558,103.9404,,170.3566436767578
2011-09-30,FI,108.8,58.8,101.22333333333334,Finland,48149.954647137,103.6209,,171.24989318847656
2011-12-31,FI,109.4,59.1,100.80333333333334,Finland,48199.102755178,103.0884,,173.2738800048828
2012-03-31,FI,110.2,59.3,99.71333333333332,Finland,47896.171689251,104.7923,,177.6764678955078
2012-06-30,FI,110.0,60.2,99.56333333333333,Finland,47404.690608837,105.8573,,183.6064453125
2012-09-30,FI,109.9,60.9,97.92,Finland,47230.438225781,105.8573,,189.44183349609375
2012-12-31,FI,110.9,61.2,98.87333333333333,Finland,47179.502913811,106.0703,,191.41383361816406
2013-03-31,FI,115.1,61.7,99.83666666666666,Finland,46764.871602335,106.8158,,187.55789184570312
2013-06-30,FI,115.1,61.7,100.36833333333334,Finland,46973.080860037,107.2417,,187.55267333984375
2013-09-30,FI,114.9,61.9,100.97166666666668,Finland,47099.078737015996,107.0288,,188.30213928222656
2013-12-31,FI,115.2,61.8,102.08999999999999,Finland,47017.760958257,106.3898,,191.8517303466797
2014-03-31,FI,114.3,61.8,102.90666666666668,Finland,46615.640074282,106.6028,,192.72222900390625
2014-06-30,FI,114.2,62.2,102.57166666666666,Finland,46705.000270721,107.0288,,193.8033905029297
2014-09-30,FI,114.2,62.6,101.81833333333333,Finland,46843.508575201,106.4963,,199.091552734375
2014-12-31,FI,120.7,62.8,101.76666666666667,Finland,46791.679661267,105.8573,,203.8793182373047
2015-03-31,FI,125.3,62.9,99.52666666666666,Finland,46411.005224436994,105.9638,,208.97088623046875
2015-06-30,FI,128.4,63.3,97.76666666666667,Finland,47075.845085942005,106.9223,,209.0329132080078
2015-09-30,FI,130.8,63.5,99.01666666666667,Finland,47033.845793616,106.8158,,208.88131713867188
2015-12-31,FI,126.9,63.7,99.06166666666667,Finland,47307.287994719,106.2833,,211.97764587402344
2016-03-31,FI,123.7,63.6,99.84499999999998,Finland,47851.491591031,107.0288,,212.51100158691406
2016-06-30,FI,121.4,64.3,99.55833333333334,Finland,47850.597989067,108.2002,,211.04702758789062
2016-09-30,FI,118.8,64.6,99.43666666666667,Finland,48367.993526448,108.5197,,210.8448486328125
2016-12-31,FI,116.3,64.7,99.47166666666665,Finland,48588.713211651004,107.6677,,212.68283081054688
2017-03-31,FI,118.0,64.8,98.235,Finland,49056.067039027,108.3067,,212.6891326904297
2017-06-30,FI,119.8,64.8,98.74833333333333,Finland,49701.247657315005,109.9042,,211.68927001953125
2017-09-30,FI,121.8,65.2,99.88333333333333,Finland,49937.158575913,109.1587,,214.40257263183594
2017-12-31,FI,123.3,64.9,100.395,Finland,50330.343440244,108.7327,,217.5640411376953
2018-03-31,FI,123.1,64.8,100.82833333333333,Finland,50431.32046222,109.3717,,218.4233856201172
2018-06-30,FI,123.7,65.2,100.62833333333333,Finland,50337.492255959,110.7561,,218.42620849609375
2018-09-30,FI,123.2,65.7,100.59499999999998,Finland,50291.024953811,110.2236,,220.65208435058594
2018-12-31,FI,121.4,65.7,100.41333333333334,Finland,50339.279459888,109.9042,,222.28746032714844
2019-03-31,FI,122.1,65.8,99.93166666666667,Finland,50773.570014581004,109.7977,,223.89234924316406
2019-06-30,FI,120.3,66.1,99.64999999999999,Finland,51128.329994443004,111.5016,,222.5628204345703
2019-09-30,FI,120.0,66.3,99.28833333333334,Finland,51153.350849446,110.7561,,226.18724060058594
2019-12-31,FI,118.5,66.2,99.015,Finland,51062.203449078006,110.0106,,228.30438232421875
2020-03-31,FI,118.9,66.5,98.99000000000001,Finland,50959.439223174006,111.0756,,226.76918029785156
2020-06-30,FI,121.8,67.9,99.52666666666666,Finland,47654.899158866,112.2471,,224.68093872070312
2020-09-30,FI,122.1,68.9,100.74333333333334,Finland,49924.648148412,112.6731,,227.10716247558594
2020-12-31,FI,123.1,69.5,100.74000000000001,Finland,50495.659803655995,113.951,,226.646728515625
2021-03-31,FI,125.1,69.8,100.13333333333333,Finland,50110.517357004996,115.655,,223.142578125
2021-06-30,FI,124.1,69.4,99.91333333333334,Finland,50897.780687631,118.4239,,218.2057647705078
2021-09-30,FI,123.3,69.0,99.175,Finland,51568.875762887,118.1044,,218.45742797851562
2021-12-31,FI,122.1,68.5,98.30333333333334,Finland,51899.50848971,118.3174,,217.02320861816406
2022-03-31,FI,122.7,67.7,98.60666666666667,Finland,51864.658013099,119.4888,,214.83204650878906
2022-06-30,FI,121.8,67.2,97.10000000000001,Finland,52078.228882587995,121.1928,,205.00437927246094
2022-09-30,FI,121.0,66.8,95.87833333333333,Finland,51982.613472398,119.7018,,191.3044891357422
2022-12-31,FI,122.1,66.0,97.64666666666666,Finland,51516.153246988,115.5485,,182.49142456054688
2023-03-31,FI,120.2,64.8,99.66833333333334,Finland,51543.854907884,113.4185,,178.8623046875
2023-06-30,FI,118.8,64.1,100.91333333333334,Finland,51720.788096833,114.4835,,167.8678741455078
2023-09-30,FI,117.3,63.9,101.47333333333334,Finland,51033.608186218,111.1821,,
2023-12-31,FI,117.3,63.9,101.08999999999999,Finland,50729.783518325996,110.0106,,
2024-03-31,FI,118.2,63.8,100.91333333333334,Finland,50887.951066023,108.6262,,
2024-06-30,FI,117.4,63.9,100.37833333333333,Finland,50930.843960313,108.7327,,
2024-09-30,FI,,,100.08333333333333,Finland,,108.0937,,
2024-12-31,FI,,,99.77499999999999,Finland,,,,
2025-03-31,FI,,,99.095,Finland,,,,
1980-03-31,FR,77.8,21.8,118.85333333333334,France,276312.23185425,19.2416,12.416666666666666,45.12783432006836
1980-06-30,FR,79.3,22.0,119.10333333333334,France,274086.54235473,20.3799,12.583333333333334,44.02170944213867
1980-09-30,FR,78.8,22.1,120.96999999999998,France,274500.95630675,21.6348,11.5,42.82099533081055
1980-12-31,FR,80.1,22.6,118.92333333333333,France,274072.34825015,21.9517,11.25,42.02457046508789
1981-03-31,FR,79.4,22.8,115.75,France,275091.17951611,22.1644,10.75,41.634727478027344
1981-06-30,FR,78.8,22.8,113.42999999999999,France,277171.15485344,22.8273,10.75,38.39663314819336
1981-09-30,FR,78.5,22.8,114.46666666666665,France,279032.55894749,23.657,17.458333333333332,37.24259948730469
1981-12-31,FR,79.7,22.7,113.58333333333333,France,280714.91968443,23.6945,15.166666666666666,38.94725036621094
1982-03-31,FR,78.2,22.6,112.72666666666667,France,282838.19602433004,23.5986,15.291666666666666,40.92023849487305
1982-06-30,FR,78.0,22.8,112.35666666666667,France,284842.43952521,24.1281,15.75,41.703147888183594
1982-09-30,FR,77.3,23.1,105.58999999999999,France,284676.78174773,24.912,14.166666666666666,42.426963806152344
1982-12-31,FR,80.1,23.7,106.36333333333334,France,286381.33200258,24.8869,13.0,44.296180725097656
1983-03-31,FR,79.3,24.1,109.25666666666666,France,287482.18363233004,24.7744,12.5,47.83228302001953
1983-06-30,FR,79.8,24.3,105.31,France,287639.39681595,25.3497,12.416666666666666,48.47705078125
1983-09-30,FR,78.8,24.5,104.63666666666666,France,288101.15439527004,26.2045,12.25,49.4316520690918
1983-12-31,FR,82.0,24.3,103.96333333333332,France,289894.10337737,26.1794,12.083333333333334,50.60152053833008
1984-03-31,FR,80.5,24.5,103.55666666666667,France,291184.86853293,25.9752,12.0,52.8389892578125
1984-06-30,FR,81.1,24.9,104.21666666666665,France,292570.94979582,26.4046,11.75,52.862998962402344
1984-09-30,FR,81.1,25.1,104.07,France,294462.26931281,27.0884,11.166666666666666,53.588069915771484
