code,private_debt,household_debt,country,log_GDP,date,quarter,country_id,lag_GDP,lag_hhd,l_GDP_dif,hd_dif
HK,201.5,62.700001,"China, P.R.: Hong Kong",13.39497,31dec2013,2013q4,"China, P.R.: Hong Kong",13.385639,61.900002,.0093307495,.79999924
HK,215.10001,63.299999,"China, P.R.: Hong Kong",13.404025,31mar2014,2014q1,"China, P.R.: Hong Kong",13.39497,62.700001,.0090551376,.59999847
HK,224.2,63.599998,"China, P.R.: Hong Kong",13.402452,30jun2014,2014q2,"China, P.R.: Hong Kong",13.404025,63.299999,-.0015726089,.29999924
HK,228.5,64.199997,"China, P.R.: Hong Kong",13.417061,30sep2014,2014q3,"China, P.R.: Hong Kong",13.402452,63.599998,.014608383,.59999847
HK,218.3,65.5,"China, P.R.: Hong Kong",13.420844,31dec2014,2014q4,"China, P.R.: Hong Kong",13.417061,64.199997,.003783226,1.3000031
HK,226.7,66.300003,"China, P.R.: Hong Kong",13.427173,31mar2015,2015q1,"China, P.R.: Hong Kong",13.420844,65.5,.0063285828,.80000305
HK,226.10001,66.5,"China, P.R.: Hong Kong",13.433362,30jun2015,2015q2,"China, P.R.: Hong Kong",13.427173,66.300003,.0061893463,.19999695
HK,219.10001,67,"China, P.R.: Hong Kong",13.438738,30sep2015,2015q3,"China, P.R.: Hong Kong",13.433362,66.5,.0053758621,.5
HK,230.2,67.099998,"China, P.R.: Hong Kong",13.439577,31dec2015,2015q4,"China, P.R.: Hong Kong",13.438738,67,.0008392334,.099998474
HK,229.10001,66.5,"China, P.R.: Hong Kong",13.436774,31mar2016,2016q1,"China, P.R.: Hong Kong",13.439577,67.099998,-.0028028488,-.59999847
HK,234.3,66.400002,"China, P.R.: Hong Kong",13.451367,30jun2016,2016q2,"China, P.R.: Hong Kong",13.436774,66.5,.014593124,-.099998474
HK,234.89999,66.699997,"China, P.R.: Hong Kong",13.462646,30sep2016,2016q3,"China, P.R.: Hong Kong",13.451367,66.400002,.011278152,.29999542
HK,238.7,67.599998,"China, P.R.: Hong Kong",13.47382,31dec2016,2016q4,"China, P.R.: Hong Kong",13.462646,66.699997,.011174202,.90000153
HK,249.10001,67.599998,"China, P.R.: Hong Kong",13.479708,31mar2017,2017q1,"China, P.R.: Hong Kong",13.47382,67.599998,.0058879852,0
HK,262.20001,68.699997,"China, P.R.: Hong Kong",13.488786,30jun2017,2017q2,"China, P.R.: Hong Kong",13.479708,67.599998,.0090780258,1.0999985
HK,265.39999,69.5,"China, P.R.: Hong Kong",13.49713,30sep2017,2017q3,"China, P.R.: Hong Kong",13.488786,68.699997,.0083446503,.80000305
HK,272.60001,70.800003,"China, P.R.: Hong Kong",13.508173,31dec2017,2017q4,"China, P.R.: Hong Kong",13.49713,69.5,.011042595,1.3000031
HK,278,71.300003,"China, P.R.: Hong Kong",13.522415,31mar2018,2018q1,"China, P.R.: Hong Kong",13.508173,70.800003,.014242172,.5
HK,273.29999,71.800003,"China, P.R.: Hong Kong",13.521297,30jun2018,2018q2,"China, P.R.: Hong Kong",13.522415,71.300003,-.0011177063,.5
HK,261.29999,71.400002,"China, P.R.: Hong Kong",13.522923,30sep2018,2018q3,"China, P.R.: Hong Kong",13.521297,71.800003,.0016260147,-.40000153
HK,262.60001,72.699997,"China, P.R.: Hong Kong",13.519663,31dec2018,2018q4,"China, P.R.: Hong Kong",13.522923,71.400002,-.0032606125,1.2999954
HK,261.79999,73.900002,"China, P.R.: Hong Kong",13.526823,31mar2019,2019q1,"China, P.R.: Hong Kong",13.519663,72.699997,.0071601868,1.2000046
HK,264.89999,76.599998,"China, P.R.: Hong Kong",13.521023,30jun2019,2019q2,"China, P.R.: Hong Kong",13.526823,73.900002,-.0058002472,2.6999969
HK,266.29999,79.900002,"China, P.R.: Hong Kong",13.487009,30sep2019,2019q3,"China, P.R.: Hong Kong",13.521023,76.599998,-.034013748,3.3000031
HK,267.60001,81.599998,"China, P.R.: Hong Kong",13.483222,31dec2019,2019q4,"China, P.R.: Hong Kong",13.487009,79.900002,-.0037870407,1.6999969
HK,284,83.5,"China, P.R.: Hong Kong",13.433575,31mar2020,2020q1,"China, P.R.: Hong Kong",13.483222,81.599998,-.049647331,1.9000015
HK,286.29999,86.300003,"China, P.R.: Hong Kong",13.420062,30jun2020,2020q2,"China, P.R.: Hong Kong",13.433575,83.5,-.013512611,2.8000031
HK,303,89.199997,"China, P.R.: Hong Kong",13.445755,30sep2020,2020q3,"China, P.R.: Hong Kong",13.420062,86.300003,.02569294,2.8999939
HK,292.20001,91.599998,"China, P.R.: Hong Kong",13.448446,31dec2020,2020q4,"China, P.R.: Hong Kong",13.445755,89.199997,.0026912689,2.4000015
HK,296.79999,91.699997,"China, P.R.: Hong Kong",13.512178,31mar2021,2021q1,"China, P.R.: Hong Kong",13.448446,91.599998,.063732147,.099998474
HK,304.5,92,"China, P.R.: Hong Kong",13.49143,30jun2021,2021q2,"China, P.R.: Hong Kong",13.512178,91.699997,-.020748138,.30000305
HK,288.20001,92.599998,"China, P.R.: Hong Kong",13.49806,30sep2021,2021q3,"China, P.R.: Hong Kong",13.49143,92,.0066299438,.59999847
HK,275.39999,93.099998,"China, P.R.: Hong Kong",13.49649,31dec2021,2021q4,"China, P.R.: Hong Kong",13.49806,92.599998,-.0015707016,.5
HK,287.39999,93.900002,"China, P.R.: Hong Kong",13.465052,31mar2022,2022q1,"China, P.R.: Hong Kong",13.49649,93.099998,-.031437874,.80000305
HK,289.39999,94.599998,"China, P.R.: Hong Kong",13.477217,30jun2022,2022q2,"China, P.R.: Hong Kong",13.465052,93.900002,.01216507,.69999695
HK,279.60001,95.300003,"China, P.R.: Hong Kong",13.45283,30sep2022,2022q3,"China, P.R.: Hong Kong",13.477217,94.599998,-.024386406,.70000458
HK,277.29999,96.300003,"China, P.R.: Hong Kong",13.452847,31dec2022,2022q4,"China, P.R.: Hong Kong",13.45283,95.300003,.000017166138,1
HK,280.60001,96.400002,"China, P.R.: Hong Kong",13.493146,31mar2023,2023q1,"China, P.R.: Hong Kong",13.452847,96.300003,.040298462,.099998474
HK,278.10001,96.300003,"China, P.R.: Hong Kong",13.492827,30jun2023,2023q2,"China, P.R.: Hong Kong",13.493146,96.400002,-.00031852722,-.099998474
HK,270.5,94.900002,"China, P.R.: Hong Kong",13.494657,30sep2023,2023q3,"China, P.R.: Hong Kong",13.492827,96.300003,.0018291473,-1.4000015
CO,26.806,16.211,Colombia,18.835712,30jun2008,2008q2,Colombia,18.832647,16.155001,.0030651093,.055999756
CO,26.906,16.278999,Colombia,18.845869,30sep2008,2008q3,Colombia,18.835712,16.211,.010156631,.067998886
CO,27.167999,16.423,Colombia,18.828175,31dec2008,2008q4,Colombia,18.845869,16.278999,-.017694473,.14400101
CO,27.181,16.583,Colombia,18.83186,31mar2009,2009q1,Colombia,18.828175,16.423,.0036849976,.15999985
CO,27.583,17.125,Colombia,18.842991,30jun2009,2009q2,Colombia,18.83186,16.583,.011131287,.54199982
CO,27.486,17.153,Colombia,18.852579,30sep2009,2009q3,Colombia,18.842991,17.125,.0095882416,.027999878
CO,27.705999,17.513,Colombia,18.860163,31dec2009,2009q4,Colombia,18.852579,17.153,.0075836182,.36000061
CO,27.701,17.209,Colombia,18.869678,31mar2010,2010q1,Colombia,18.860163,17.513,.0095157623,-.30400085
CO,28.243,17.431,Colombia,18.885582,30jun2010,2010q2,Colombia,18.869678,17.209,.015903473,.22200012
CO,29.139,17.973,Colombia,18.893888,30sep2010,2010q3,Colombia,18.885582,17.431,.0083065033,.54199982
CO,30.17,18.702999,Colombia,18.914022,31dec2010,2010q4,Colombia,18.893888,17.973,.020133972,.72999954
CO,30.046,18.917999,Colombia,18.934277,31mar2011,2011q1,Colombia,18.914022,18.702999,.020254135,.21500015
CO,30.142,19.351,Colombia,18.949755,30jun2011,2011q2,Colombia,18.934277,18.917999,.015478134,.43300056
CO,30.202999,19.753,Colombia,18.970705,30sep2011,2011q3,Colombia,18.949755,19.351,.020950317,.40200043
CO,30.207001,20.089001,Colombia,18.977055,31dec2011,2011q4,Colombia,18.970705,19.753,.0063495636,.33600044
CO,29.33,20.016001,Colombia,18.992214,31mar2012,2012q1,Colombia,18.977055,20.089001,.015159607,-.072999954
CO,29.030001,20.416,Colombia,18.996193,30jun2012,2012q2,Colombia,18.992214,20.016001,.0039787292,.39999962
CO,28.802,20.819,Colombia,18.993217,30sep2012,2012q3,Colombia,18.996193,20.416,-.0029754639,.40299988
CO,29.025999,21.624001,Colombia,19.004219,31dec2012,2012q4,Colombia,18.993217,20.819,.011001587,.80500031
CO,29.549999,21.771999,Colombia,19.018974,31mar2013,2013q1,Colombia,19.004219,21.624001,.014755249,.14799881
CO,30.555,22.426001,Colombia,19.046728,30jun2013,2013q2,Colombia,19.018974,21.771999,.02775383,.65400124
CO,31.087999,22.671,Colombia,19.053129,30sep2013,2013q3,Colombia,19.046728,22.426001,.006401062,.24499893
CO,31.666,22.941999,Colombia,19.066715,31dec2013,2013q4,Colombia,19.053129,22.671,.013586044,.27099991
CO,32.479,22.92,Colombia,19.080311,31mar2014,2014q1,Colombia,19.066715,22.941999,.013595581,-.021999359
CO,34.001999,23.52,Colombia,19.084534,30jun2014,2014q2,Colombia,19.080311,22.92,.0042228699,.60000038
CO,34.922001,23.570999,Colombia,19.094038,30sep2014,2014q3,Colombia,19.084534,23.52,.0095043182,.050998688
CO,36.362999,24.145,Colombia,19.103144,31dec2014,2014q4,Colombia,19.094038,23.570999,.0091056824,.57400131
CO,37.390999,24.631001,Colombia,19.109486,31mar2015,2015q1,Colombia,19.103144,24.145,.0063419342,.48600006
CO,38.818001,25.509001,Colombia,19.118771,30jun2015,2015q2,Colombia,19.109486,24.631001,.0092849731,.87800026
CO,40.088001,26.308001,Colombia,19.126694,30sep2015,2015q3,Colombia,19.118771,25.509001,.0079231262,.79899979
CO,41.103001,26.868999,Colombia,19.123667,31dec2015,2015q4,Colombia,19.126694,26.308001,-.0030269623,.56099892
CO,40.234001,26.688999,Colombia,19.13751,31mar2016,2016q1,Colombia,19.123667,26.868999,.013843536,-.18000031
CO,39.480999,26.621,Colombia,19.136835,30jun2016,2016q2,Colombia,19.13751,26.688999,-.00067520142,-.067998886
CO,38.811001,26.551001,Colombia,19.140575,30sep2016,2016q3,Colombia,19.136835,26.621,.0037403107,-.069999695
CO,37.873001,26.249001,Colombia,19.146391,31dec2016,2016q4,Colombia,19.140575,26.551001,.005815506,-.30200005
CO,37.081001,26.312,Colombia,19.146841,31mar2017,2017q1,Colombia,19.146391,26.249001,.00045013428,.062999725
CO,36.724998,26.756001,Colombia,19.151621,30jun2017,2017q2,Colombia,19.146841,26.312,.0047798157,.44400024
CO,35.912998,26.766001,Colombia,19.156008,30sep2017,2017q3,Colombia,19.151621,26.756001,.0043869019,.010000229
CO,35.334999,26.959,Colombia,19.160824,31dec2017,2017q4,Colombia,19.156008,26.766001,.0048160553,.19299889
CO,34.926998,26.999001,Colombia,19.167437,31mar2018,2018q1,Colombia,19.160824,26.959,.0066127777,.040000916
CO,34.661999,27.17,Colombia,19.175327,30jun2018,2018q2,Colombia,19.167437,26.999001,.0078907013,.17099953
CO,34.144001,27.098,Colombia,19.183544,30sep2018,2018q3,Colombia,19.175327,27.17,.0082168579,-.072000504
CO,34.319,27.655001,Colombia,19.190172,31dec2018,2018q4,Colombia,19.183544,27.098,.0066280365,.55700111
CO,33.402,27.830999,Colombia,19.199104,31mar2019,2019q1,Colombia,19.190172,27.655001,.0089321136,.17599869
CO,32.874001,28.358,Colombia,19.207909,30jun2019,2019q2,Colombia,19.199104,27.830999,.0088043213,.52700043
CO,32.453999,28.959,Colombia,19.213272,30sep2019,2019q3,Colombia,19.207909,28.358,.0053634644,.60099983
CO,31.561001,29.082001,Colombia,19.221693,31dec2019,2019q4,Colombia,19.213272,28.959,.0084209442,.1230011
CO,33.202999,30.1,Colombia,19.203848,31mar2020,2020q1,Colombia,19.221693,29.082001,-.017845154,1.0179996
CO,35.712002,31.855,Colombia,19.023874,30jun2020,2020q2,Colombia,19.203848,30.1,-.1799736,1.7549992
CO,36.756001,32.223,Colombia,19.117592,30sep2020,2020q3,Colombia,19.023874,31.855,.093717575,.36800003
CO,37.548,32.379002,Colombia,19.188526,31dec2020,2020q4,Colombia,19.117592,32.223,.070934296,.15600204
CO,37.366001,32.367001,Colombia,19.218426,31mar2021,2021q1,Colombia,19.188526,32.379002,.029899597,-.012001038
CO,35.916,31.278999,Colombia,19.195427,30jun2021,2021q2,Colombia,19.218426,32.367001,-.02299881,-1.0880013
CO,34.889999,30.556,Colombia,19.243429,30sep2021,2021q3,Colombia,19.195427,31.278999,.048002243,-.72299957
CO,34.139999,30.070999,Colombia,19.294113,31dec2021,2021q4,Colombia,19.243429,30.556,.050683975,-.48500061
CO,33.560001,29.559999,Colombia,19.295168,31mar2022,2022q1,Colombia,19.294113,30.070999,.0010547638,-.51099968
CO,33.098,29.153,Colombia,19.309889,30jun2022,2022q2,Colombia,19.295168,29.559999,.014720917,-.40699959
CO,32.465,28.594999,Colombia,19.315233,30sep2022,2022q3,Colombia,19.309889,29.153,.0053443909,-.55800056
CO,32.324001,28.471001,Colombia,19.31509,31dec2022,2022q4,Colombia,19.315233,28.594999,-.00014305115,-.12399864
CO,31.506001,27.750999,Colombia,19.319342,31mar2023,2023q1,Colombia,19.31509,28.471001,.0042514801,-.72000122
CO,31.323,27.589001,Colombia,19.312992,30jun2023,2023q2,Colombia,19.319342,27.750999,-.0063495636,-.16199875
CO,31.212,27.492001,Colombia,19.309586,30sep2023,2023q3,Colombia,19.312992,27.589001,-.0034065247,-.097000122
CZ,48,23.9,Czech Rep.,13.851121,30jun2008,2008q2,Czech Rep.,13.844511,23,.0066099167,.89999962
CZ,49.5,24.6,Czech Rep.,13.853711,30sep2008,2008q3,Czech Rep.,13.851121,23.9,.0025901794,.70000076
CZ,51.099998,25.6,Czech Rep.,13.83153,31dec2008,2008q4,Czech Rep.,13.853711,24.6,-.022181511,1
CZ,50.099998,26.200001,Czech Rep.,13.798939,31mar2009,2009q1,Czech Rep.,13.83153,25.6,-.032590866,.60000038
CZ,50.900002,26.9,Czech Rep.,13.793967,30jun2009,2009q2,Czech Rep.,13.798939,26.200001,-.0049715042,.69999886
CZ,51.5,27.700001,Czech Rep.,13.798243,30sep2009,2009q3,Czech Rep.,13.793967,26.9,.004275322,.80000114
CZ,52.700001,28.200001,Czech Rep.,13.798079,31dec2009,2009q4,Czech Rep.,13.798243,27.700001,-.00016403198,.5
CZ,52.799999,28.4,Czech Rep.,13.80592,31mar2010,2010q1,Czech Rep.,13.798079,28.200001,.0078411102,.19999886
CZ,54,27.9,Czech Rep.,13.820092,30jun2010,2010q2,Czech Rep.,13.80592,28.4,.014172554,-.5
CZ,53.5,28,Czech Rep.,13.830097,30sep2010,2010q3,Czech Rep.,13.820092,27.9,.010004997,.10000038
CZ,53.099998,28.4,Czech Rep.,13.834771,31dec2010,2010q4,Czech Rep.,13.830097,28,.0046739578,.39999962
CZ,53.299999,28.299999,Czech Rep.,13.836066,31mar2011,2011q1,Czech Rep.,13.834771,28.4,.0012950897,-.10000038
CZ,54.200001,28.6,Czech Rep.,13.841647,30jun2011,2011q2,Czech Rep.,13.836066,28.299999,.0055809021,.30000114
CZ,54.700001,29,Czech Rep.,13.841323,30sep2011,2011q3,Czech Rep.,13.841647,28.6,-.00032424927,.39999962
CZ,55.5,29.299999,Czech Rep.,13.842174,31dec2011,2011q4,Czech Rep.,13.841323,29,.00085067749,.29999924
CZ,55.599998,29.299999,Czech Rep.,13.84083,31mar2012,2012q1,Czech Rep.,13.842174,29.299999,-.0013437271,0
CZ,56.900002,29.6,Czech Rep.,13.833524,30jun2012,2012q2,Czech Rep.,13.84083,29.299999,-.0073060989,.30000114
CZ,58,29.799999,Czech Rep.,13.829828,30sep2012,2012q3,Czech Rep.,13.833524,29.6,-.003695488,.19999886
CZ,59.599998,30.200001,Czech Rep.,13.828584,31dec2012,2012q4,Czech Rep.,13.829828,29.799999,-.001244545,.40000153
CZ,60.400002,30.299999,Czech Rep.,13.824696,31mar2013,2013q1,Czech Rep.,13.828584,30.200001,-.0038881302,.099998474
CZ,61.599998,30.799999,Czech Rep.,13.828325,30jun2013,2013q2,Czech Rep.,13.824696,30.299999,.0036296844,.5
CZ,61.5,31,Czech Rep.,13.833586,30sep2013,2013q3,Czech Rep.,13.828325,30.799999,.0052604675,.20000076
CZ,61.599998,31,Czech Rep.,13.844773,31dec2013,2013q4,Czech Rep.,13.833586,31,.011187553,0
CZ,60.599998,30.799999,Czech Rep.,13.840951,31mar2014,2014q1,Czech Rep.,13.844773,31,-.0038223267,-.20000076
CZ,60.700001,30.5,Czech Rep.,13.849277,30jun2014,2014q2,Czech Rep.,13.840951,30.799999,.0083255768,-.29999924
CZ,60.5,30,Czech Rep.,13.860354,30sep2014,2014q3,Czech Rep.,13.849277,30.5,.011077881,-.5
CZ,60.299999,30,Czech Rep.,13.869486,31dec2014,2014q4,Czech Rep.,13.860354,30,.0091314316,0
CZ,59.400002,29.6,Czech Rep.,13.887933,31mar2015,2015q1,Czech Rep.,13.869486,30,.018446922,-.39999962
CZ,57.900002,29.6,Czech Rep.,13.899987,30jun2015,2015q2,Czech Rep.,13.887933,29.6,.012054443,0
CZ,57.099998,29.700001,Czech Rep.,13.911475,30sep2015,2015q3,Czech Rep.,13.899987,29.6,.011487961,.10000038
CZ,56.400002,29.799999,Czech Rep.,13.916775,31dec2015,2015q4,Czech Rep.,13.911475,29.700001,.0052995682,.099998474
CZ,55.599998,29.700001,Czech Rep.,13.919627,31mar2016,2016q1,Czech Rep.,13.916775,29.799999,.0028524399,-.099998474
CZ,55.799999,30,Czech Rep.,13.922509,30jun2016,2016q2,Czech Rep.,13.919627,29.700001,.0028820038,.29999924
CZ,56.299999,30.4,Czech Rep.,13.931839,30sep2016,2016q3,Czech Rep.,13.922509,30,.0093297958,.39999962
CZ,56.299999,30.700001,Czech Rep.,13.940948,31dec2016,2016q4,Czech Rep.,13.931839,30.4,.0091085434,.30000114
CZ,56.700001,30.799999,Czech Rep.,13.956874,31mar2017,2017q1,Czech Rep.,13.940948,30.700001,.015926361,.099998474
CZ,56.299999,30.9,Czech Rep.,13.980933,30jun2017,2017q2,Czech Rep.,13.956874,30.799999,.024059296,.10000038
CZ,56.200001,30.799999,Czech Rep.,13.988924,30sep2017,2017q3,Czech Rep.,13.980933,30.9,.0079908371,-.10000038
CZ,56.400002,30.799999,Czech Rep.,13.996132,31dec2017,2017q4,Czech Rep.,13.988924,30.799999,.0072078705,0
CZ,56.700001,30.700001,Czech Rep.,14.000203,31mar2018,2018q1,Czech Rep.,13.996132,30.799999,.0040712357,-.099998474
CZ,57.900002,30.9,Czech Rep.,14.003285,30jun2018,2018q2,Czech Rep.,14.000203,30.700001,.0030822754,.19999886
CZ,58.700001,31.1,Czech Rep.,14.009938,30sep2018,2018q3,Czech Rep.,14.003285,30.9,.006652832,.20000076
CZ,59.200001,31.299999,Czech Rep.,14.020835,31dec2018,2018q4,Czech Rep.,14.009938,31.1,.010896683,.19999886
CZ,57.900002,31,Czech Rep.,14.033822,31mar2019,2019q1,Czech Rep.,14.020835,31.299999,.012987137,-.29999924
CZ,56.599998,31,Czech Rep.,14.038779,30jun2019,2019q2,Czech Rep.,14.033822,31,.0049571991,0
CZ,55.599998,31,Czech Rep.,14.046103,30sep2019,2019q3,Czech Rep.,14.038779,31,.0073232651,0
CZ,53.700001,31,Czech Rep.,14.053494,31dec2019,2019q4,Czech Rep.,14.046103,31,.0073919296,0
CZ,53.799999,31.1,Czech Rep.,14.018199,31mar2020,2020q1,Czech Rep.,14.053494,31,-.035295486,.10000038
CZ,54.599998,32,Czech Rep.,13.926786,30jun2020,2020q2,Czech Rep.,14.018199,31.1,-.091412544,.89999962
CZ,54.799999,32.599998,Czech Rep.,13.99795,30sep2020,2020q3,Czech Rep.,13.926786,32,.071163177,.59999847
CZ,54.5,33.099998,Czech Rep.,14.008114,31dec2020,2020q4,Czech Rep.,13.99795,32.599998,.010164261,.5
CZ,54.400002,33.400002,Czech Rep.,14.005834,31mar2021,2021q1,Czech Rep.,14.008114,33.099998,-.0022802353,.30000305
CZ,52.5,33.099998,Czech Rep.,14.019734,30jun2021,2021q2,Czech Rep.,14.005834,33.400002,.013900757,-.30000305
CZ,51.099998,33.400002,Czech Rep.,14.036917,30sep2021,2021q3,Czech Rep.,14.019734,33.099998,.01718235,.30000305
CZ,50.400002,33.599998,Czech Rep.,14.046401,31dec2021,2021q4,Czech Rep.,14.036917,33.400002,.0094842911,.19999695
CZ,50.5,33.299999,Czech Rep.,14.053134,31mar2022,2022q1,Czech Rep.,14.046401,33.599998,.0067329407,-.29999924
CZ,49.900002,32.599998,Czech Rep.,14.055568,30jun2022,2022q2,Czech Rep.,14.053134,33.299999,.0024337769,-.70000076
CZ,50.799999,32,Czech Rep.,14.057229,30sep2022,2022q3,Czech Rep.,14.055568,32.599998,.0016613007,-.59999847
CZ,48.5,31.5,Czech Rep.,14.055872,31dec2022,2022q4,Czech Rep.,14.057229,32,-.0013570786,-.5
CZ,48.299999,31,Czech Rep.,14.055949,31mar2023,2023q1,Czech Rep.,14.055872,31.5,.00007724762,-.5
CZ,45.700001,30.9,Czech Rep.,14.057319,30jun2023,2023q2,Czech Rep.,14.055949,31,.0013694763,-.10000038
CZ,46.200001,30.700001,Czech Rep.,14.053558,30sep2023,2023q3,Czech Rep.,14.057319,30.9,-.0037603378,-.19999886
DK,131.5,122.6,Denmark,13.064417,30jun2008,2008q2,Denmark,13.073863,123.4,-.0094461441,-.80000305
DK,131.8,123.6,Denmark,13.059114,30sep2008,2008q3,Denmark,13.064417,122.6,-.0053033829,1
DK,132.7,126.2,Denmark,13.04015,31dec2008,2008q4,Denmark,13.059114,123.6,-.018963814,2.5999985
DK,134.8,128.39999,Denmark,13.020353,31mar2009,2009q1,Denmark,13.04015,126.2,-.019796371,2.1999969
DK,135.89999,131.39999,Denmark,13.001951,30jun2009,2009q2,Denmark,13.020353,128.39999,-.0184021,3
DK,137.7,134.89999,Denmark,13.004733,30sep2009,2009q3,Denmark,13.001951,131.39999,.002781868,3.5
DK,138.8,136.8,Denmark,13.006609,31dec2009,2009q4,Denmark,13.004733,134.89999,.0018758774,1.9000092
DK,141.2,136.5,Denmark,13.015384,31mar2010,2010q1,Denmark,13.006609,136.8,.0087747574,-.30000305
DK,138.3,135.60001,Denmark,13.019799,30jun2010,2010q2,Denmark,13.015384,136.5,.0044155121,-.8999939
DK,134.2,134.7,Denmark,13.033458,30sep2010,2010q3,Denmark,13.019799,135.60001,.013658524,-.90000916
DK,131.39999,133.2,Denmark,13.027827,31dec2010,2010q4,Denmark,13.033458,134.7,-.0056304932,-1.5
DK,134.39999,130,Denmark,13.034645,31mar2011,2011q1,Denmark,13.027827,133.2,.0068178177,-3.1999969
DK,135.39999,129.39999,Denmark,13.04409,30jun2011,2011q2,Denmark,13.034645,130,.0094451904,-.6000061
DK,141.3,130.2,Denmark,13.031111,30sep2011,2011q3,Denmark,13.04409,129.39999,-.012979507,.80000305
DK,142.5,130.8,Denmark,13.038765,31dec2011,2011q4,Denmark,13.031111,130.2,.0076541901,.6000061
DK,145.8,130.5,Denmark,13.03636,31mar2012,2012q1,Denmark,13.038765,130.8,-.0024051666,-.30000305
DK,145.89999,130.5,Denmark,13.036124,30jun2012,2012q2,Denmark,13.03636,130.5,-.00023555756,0
DK,144.3,129,Denmark,13.037927,30sep2012,2012q3,Denmark,13.036124,130.5,.0018024445,-1.5
DK,146.8,128.8,Denmark,13.038028,31dec2012,2012q4,Denmark,13.037927,129,.00010108948,-.19999695
DK,145.3,127.9,Denmark,13.045295,31mar2013,2013q1,Denmark,13.038028,128.8,.0072669983,-.90000153
DK,143.60001,127.2,Denmark,13.047129,30jun2013,2013q2,Denmark,13.045295,127.9,.0018339157,-.70000458
DK,142.7,126.5,Denmark,13.055533,30sep2013,2013q3,Denmark,13.047129,127.2,.0084047318,-.69999695
DK,136.8,125.5,Denmark,13.05576,31dec2013,2013q4,Denmark,13.055533,126.5,.00022697449,-1
DK,137.7,124.5,Denmark,13.055871,31mar2014,2014q1,Denmark,13.05576,125.5,.00011062622,-1
DK,135.2,124.5,Denmark,13.056738,30jun2014,2014q2,Denmark,13.055871,124.5,.00086688995,0
DK,141.5,123.9,Denmark,13.071265,30sep2014,2014q3,Denmark,13.056738,124.5,.014527321,-.59999847
DK,141.3,123.3,Denmark,13.070579,31dec2014,2014q4,Denmark,13.071265,123.9,-.00068664551,-.59999847
DK,143,122.4,Denmark,13.078087,31mar2015,2015q1,Denmark,13.070579,123.3,.0075082779,-.90000153
DK,142.10001,120.3,Denmark,13.084618,30jun2015,2015q2,Denmark,13.078087,122.4,.0065307617,-2.0999985
DK,145.2,120,Denmark,13.086217,30sep2015,2015q3,Denmark,13.084618,120.3,.0015993118,-.30000305
DK,144.7,119.1,Denmark,13.08891,31dec2015,2015q4,Denmark,13.086217,120,.0026931763,-.90000153
DK,144,119.1,Denmark,13.101172,31mar2016,2016q1,Denmark,13.08891,119.1,.012262344,0
DK,145.2,118.8,Denmark,13.112023,30jun2016,2016q2,Denmark,13.101172,119.1,.010850906,-.29999542
DK,147,118.8,Denmark,13.120147,30sep2016,2016q3,Denmark,13.112023,118.8,.0081233978,0
DK,144.2,117,Denmark,13.125424,31dec2016,2016q4,Denmark,13.120147,118.8,.0052776337,-1.8000031
DK,142.10001,115.9,Denmark,13.135051,31mar2017,2017q1,Denmark,13.125424,117,.0096263885,-1.0999985
DK,140.60001,114.8,Denmark,13.147042,30jun2017,2017q2,Denmark,13.135051,115.9,.011991501,-1.0999985
DK,137.3,114.6,Denmark,13.144806,30sep2017,2017q3,Denmark,13.147042,114.8,-.0022363663,-.20000458
DK,138.3,113.8,Denmark,13.152384,31dec2017,2017q4,Denmark,13.144806,114.6,.0075778961,-.79999542
DK,138.60001,113.6,Denmark,13.160478,31mar2018,2018q1,Denmark,13.152384,113.8,.0080938339,-.20000458
DK,140.8,113.6,Denmark,13.160128,30jun2018,2018q2,Denmark,13.160478,113.6,-.00034999847,0
DK,141.10001,112.8,Denmark,13.165485,30sep2018,2018q3,Denmark,13.160128,113.6,.0053577423,-.79999542
DK,139.8,112.3,Denmark,13.166969,31dec2018,2018q4,Denmark,13.165485,112.8,.0014839172,-.5
DK,143.60001,112.6,Denmark,13.170936,31mar2019,2019q1,Denmark,13.166969,112.3,.0039663315,.29999542
DK,146.2,112.2,Denmark,13.179984,30jun2019,2019q2,Denmark,13.170936,112.6,.0090484619,-.40000153
DK,149.2,111.9,Denmark,13.183224,30sep2019,2019q3,Denmark,13.179984,112.2,.0032396317,-.29999542
DK,151.60001,110.8,Denmark,13.186745,31dec2019,2019q4,Denmark,13.183224,111.9,.0035209656,-1.0999985
DK,153.2,109.8,Denmark,13.1784,31mar2020,2020q1,Denmark,13.186745,110.8,-.0083446503,-1
DK,156.60001,111.3,Denmark,13.117283,30jun2020,2020q2,Denmark,13.1784,109.8,-.061117172,1.5
DK,139.89999,111.7,Denmark,13.175864,30sep2020,2020q3,Denmark,13.117283,111.3,.058581352,.3999939
DK,139,111.8,Denmark,13.176244,31dec2020,2020q4,Denmark,13.175864,111.7,.00037956238,.1000061
DK,128,110.1,Denmark,13.185886,31mar2021,2021q1,Denmark,13.176244,111.8,.009642601,-1.7000046
DK,127,106.5,Denmark,13.224382,30jun2021,2021q2,Denmark,13.185886,110.1,.038496017,-3.5999985
DK,128.10001,103.7,Denmark,13.247473,30sep2021,2021q3,Denmark,13.224382,106.5,.023090363,-2.8000031
DK,126.4,101.5,Denmark,13.27417,31dec2021,2021q4,Denmark,13.247473,103.7,.026697159,-2.1999969
