,no_window_mse,no_window_rmse,no_window_mae,window_mse,window_rmse,window_mae
1,6.589045459068669e-05,0.008117293550850967,0.005115666844768647,6.589045459068669e-05,0.008117293550850967,0.005115666844768647
2,6.540691408729865e-05,0.008087454116549821,0.005062214403219369,6.548749928182277e-05,0.008092434694319304,0.005091303021483997
3,6.50832600048151e-05,0.008067419662123392,0.005066124707394046,6.545963576080769e-05,0.008090712932789526,0.005089514943490689
4,6.408599850501529e-05,0.00800537310217427,0.005045819202926741,6.550660329444728e-05,0.00809361497073139,0.005092020936575302
5,6.559941141279773e-05,0.008099346357132638,0.0051333876620089,6.558586052455944e-05,0.008098509771838238,0.005095672395319031
6,6.328899385688051e-05,0.007955438005344552,0.005047575612084549,6.50777342110955e-05,0.008067077178947496,0.0050742406654237515
