,no_window_mse,no_window_rmse,no_window_mae,window_mse,window_rmse,window_mae
1,0.5052876447547051,0.710835877509503,0.5355561667940789,0.5052876447547051,0.710835877509503,0.5355561667940789
2,0.5151017503972335,0.7177058940800427,0.5502445965690211,0.5188219466014536,0.720292958872606,0.5455965326079697
3,0.49344564118452205,0.7024568607284878,0.5333843910481475,0.4950656882999296,0.703609045066882,0.5267831268482426
4,0.3999709923819329,0.6324325990822524,0.4590261475553164,0.5006001248363858,0.7075310062720827,0.5310418583722177
5,0.431218946370594,0.6566726325731825,0.48832633646281287,0.4711120081752256,0.6863759962114246,0.5049852460294683
6,0.3903193209781473,0.6247554089226818,0.44931442034683816,0.5624591450085593,0.7499727628444645,0.5804648453956042
